Year;Month;CustomerId;Sales;Quantity
2018;1;617;4421,84;4
2018;1;646;2365,57;3
2018;1;716;6436,78;9
2018;1;876;395,76;1
2018;1;1247;3079,48;2
2018;1;1373;1923,32;4
2018;1;1454;1846,24;4
2018;1;1556;1440,42;2
2018;1;1590;930;2
2018;1;1631;820,66;2
2018;1;1723;687,16;1
2018;1;1741;2625,54;6
2018;1;1763;2680,96;4
2018;1;1865;12297,9;12
2018;1;1888;2341,58;2
2018;1;1938;973,8;0
2018;1;1947;2484;4
2018;1;1949;842,28;2
2018;1;1986;7749,66;12
2018;1;2008;1455,2;4
2018;1;2013;2967,62;2
2018;1;2021;10919,28;12
2018;1;2026;2456,26;2
2018;1;2054;424,9;1
2018;1;2141;4444;4
2018;1;2143;772,72;2
2018;1;2250;266;1
2018;1;2421;698;2
2018;1;2450;4664;4
2018;1;2497;1197,64;4
2018;1;2527;453,93;1
2018;1;2600;1962,88;4
2018;1;2682;623,26;2
2018;1;2772;3515,2;8
2018;1;2780;2892;12
2018;1;2957;8914,42;20
2018;1;3012;5781,08;4
2018;1;3067;1956,18;2
2018;1;3103;3390;6
2018;1;3105;13788;24
2018;1;3189;3395,36;4
2018;1;3194;2853,92;4
2018;1;3199;2660,28;4
2018;1;3244;3468,92;5
2018;1;3264;1429,76;2
2018;1;3281;1396;4
2018;1;3359;1947,72;2
2018;1;3370;1178,6;2
2018;1;3404;3119,08;8
2018;1;3435;1844;4
2018;1;3444;5767,9;10
2018;1;3468;1064;4
2018;1;3513;1660;4
2018;1;3618;5903,28;4
2018;1;3654;4016,28;4
2018;1;3781;2884,98;6
2018;1;3804;1846,24;4
2018;1;3808;2644;4
2018;1;3811;5331,8;6
2018;1;3831;4696,32;4
2018;1;3841;5739,52;4
2018;1;3930;7064;4
2018;1;3163;2022;2
2018;1;445;3959;4
2018;1;825;3322,72;4
2018;1;1496;20916;26
2018;1;1865;5319;9
2018;1;2060;60288;128
2018;1;2854;3217,6;4
2018;1;3103;3064;4
2018;1;3444;3028,48;4
2018;1;7;3662,6;4
2018;1;873;4353,88;4
2018;1;1205;5129,16;4
2018;1;1247;1564,18;2
2018;1;1802;2418,18;2
2018;1;2052;3447,84;4
2018;1;2111;4484,94;4
2018;1;2302;3664,6;4
2018;1;2357;3933,64;4
2018;1;3031;6373;4
2018;1;3170;12809,1;12
2018;1;716;3278,25;5
2018;1;1007;5816,4;4
2018;1;1025;4221;2
2018;1;1157;3660;4
2018;1;1268;1622;2
2018;1;1723;1080,5;2
2018;1;1759;10579,5;9
2018;1;1763;6574;4
2018;1;1771;807,43;1
2018;1;1780;1436;2
2018;1;1801;-333;0
2018;1;1865;3716,24;4
2018;1;1938;3765,7;3
2018;1;1947;8631,6;8
2018;1;1952;8854;4
2018;1;1981;124745;203
2018;1;2050;1284,25;1
2018;1;2052;6289,28;4
2018;1;2088;1757;2
2018;1;2167;5146;4
2018;1;2202;7306;4
2018;1;2271;9469;4
2018;1;2345;11732,5;4
2018;1;2399;2370,5;2
2018;1;2497;3316;4
2018;1;2794;1265;2
2018;1;2800;1482,5;2
2018;1;2862;2370,5;2
2018;1;2909;12192;12
2018;1;2980;7339,5;6
2018;1;3103;5301,82;10
2018;1;3120;630;2
2018;1;3199;5542;4
2018;1;3395;4048;8
2018;1;3444;3237,75;6
2018;1;3654;3660;4
2018;1;3930;2397,5;5
2018;1;4010;2830;2
2018;1;217;6607,4;12
2018;1;716;-3234,94;-2
2018;1;733;2544,48;4
2018;1;1025;1785,28;4
2018;1;1763;1683,28;4
2018;1;1774;1858,24;4
2018;1;1804;1993,12;2
2018;1;1921;626,93;1
2018;1;1976;953,24;2
2018;1;2006;2364,32;4
2018;1;2300;2782,3;2
2018;1;2311;4028,2;4
2018;1;2338;4763,68;4
2018;1;2547;408,52;1
2018;1;2691;3223,8;4
2018;1;2862;2411,28;4
2018;1;2927;1092,44;2
2018;1;3028;445,52;1
2018;1;3067;3982,6;4
2018;1;3103;2017,4;5
2018;1;3106;2285,2;4
2018;1;3338;2195,2;4
2018;1;3703;3311,24;4
2018;1;3910;932;2
2018;1;7;7652;8
2018;1;14;3685,6;4
2018;1;278;2334,5;5
2018;1;453;18914;62
2018;1;579;3466;4
2018;1;614;1283,3;5
2018;1;617;1020,2;2
2018;1;716;7909,4;8
2018;1;1025;66086,4;96
2018;1;1147;2404;4
2018;1;1198;3375,2;8
2018;1;1226;2615,92;4
2018;1;1287;1708;4
2018;1;1305;4186,4;8
2018;1;1310;187040;289
2018;1;1367;3566,8;4
2018;1;1373;3663,2;8
2018;1;1385;10346,4;22
2018;1;1387;1831,6;4
2018;1;1398;1356,4;4
2018;1;1464;1696,7;2
2018;1;1496;2860;4
2018;1;1534;3890,8;4
2018;1;1617;1090;4
2018;1;1640;1543,6;4
2018;1;1666;411,1;1
2018;1;1688;21318;28
2018;1;1698;2590,72;4
2018;1;1705;1378;4
2018;1;1744;6349,6;4
2018;1;1763;1191,2;2
2018;1;1764;1587,4;1
2018;1;1782;3286;4
2018;1;1865;25426;30
2018;1;1921;1378;4
2018;1;1929;91764;186
2018;1;1933;4864;4
2018;1;1938;-3139;-4
2018;1;1950;8890,4;14
2018;1;1951;4674,8;8
2018;1;1952;1664;4
2018;1;1977;1543,6;4
2018;1;1981;32180;80
2018;1;1986;4583;8
2018;1;2021;32365,8;58
2018;1;2024;1090;4
2018;1;2030;14160;12
2018;1;2127;1543,6;4
2018;1;2169;3890,8;4
2018;1;2174;-704,5;-1
2018;1;2187;752;2
2018;1;2216;7806,8;8
2018;1;2263;5708;8
2018;1;2302;2270,8;4
2018;1;2379;1300;4
2018;1;2391;7711,32;4
2018;1;2396;4201,2;8
2018;1;2399;10807,24;10
2018;1;2465;4482,6;6
2018;1;2614;750;2
2018;1;2891;5626;4
2018;1;2909;6160;10
2018;1;2953;1038,16;4
2018;1;2975;4137,4;4
2018;1;3018;1382;2
2018;1;3027;1463;2
2018;1;3041;5996,8;4
2018;1;3067;1734,4;4
2018;1;3103;7788;12
2018;1;3154;4139,2;4
2018;1;3170;4726;4
2018;1;3239;1831,6;4
2018;1;3244;1831,6;4
2018;1;3281;1162;4
2018;1;3313;4089,96;8
2018;1;3317;545;2
2018;1;3353;1090;4
2018;1;3362;1223,6;2
2018;1;3370;5806;4
2018;1;3403;3465;4
2018;1;3405;1090;4
2018;1;3444;955698,5;2618
2018;1;3501;6228;12
2018;1;3696;1255,6;4
2018;1;3700;11697,6;12
2018;1;3701;1230;2
2018;1;3781;1883,4;6
2018;1;3811;4592;4
2018;1;3896;1135,4;2
2018;1;3912;1732,2;4
2018;1;3973;2256,6;4
2018;1;1753;4532,16;4
2018;1;2610;3180;12
2018;1;3105;5300;20
2018;1;3444;878,64;4
2018;1;476;1178;2
2018;1;1191;4418,78;2
2018;1;1423;7208,8;4
2018;1;1761;7007,9;2
2018;1;1785;9186,4;4
2018;1;1798;4022;2
2018;1;1865;1464;4
2018;1;1928;12452;22
2018;1;1947;4948;12
2018;1;2050;6734,8;4
2018;1;2216;2030;2
2018;1;2300;6520;8
2018;1;2391;2110,1;2
2018;1;2399;5267,8;4
2018;1;2543;5908;4
2018;1;2596;10328,5;4
2018;1;2908;6065,6;2
2018;1;2973;3562,92;2
2018;1;3009;12105,1;4
2018;1;3021;6684,4;4
2018;1;3036;3472,1;2
2018;1;3039;6231,52;3
2018;1;3155;2092,3;1
2018;1;3471;9519,4;4
2018;1;3654;2318;2
2018;1;3761;4509,5;2
2018;1;3778;3844;4
2018;1;3788;732;2
2018;1;4034;2030;2
2018;1;1759;1660;4
2018;1;2957;291;1
2018;1;3444;1347,3;2
2018;1;3701;1260;4
2018;1;1759;411,73;1
2018;1;2794;1783,8;2
2018;1;1319;8744;4
2018;1;1368;3105,12;2
2018;1;1025;1764;4
2018;1;1268;67542;162
2018;1;1865;7752;16
2018;1;3444;1255,92;4
2018;1;3630;1764;4
2018;1;453;9456;16
2018;1;557;1653,76;4
2018;1;716;1722,88;4
2018;1;1025;1746,44;2
2018;1;1338;-2585;-2
2018;1;1688;3534;4
2018;1;1744;2998,8;4
2018;1;1801;6646,6;4
2018;1;1865;4120;8
2018;1;1981;15984;24
2018;1;2021;2491,16;2
2018;1;2050;3448;8
2018;1;2094;3683,48;2
2018;1;2278;3670,4;4
2018;1;2339;4397,2;4
2018;1;2780;3012;12
2018;1;2812;4397,2;4
2018;1;2909;20600;40
2018;1;3031;7416,64;4
2018;1;3103;2060;4
2018;1;3147;4397,2;4
2018;1;3170;3037,64;2
2018;1;3390;862;2
2018;1;3395;3328;8
2018;1;3421;2183;2
2018;1;3889;386,3;1
2018;1;3355;2071,36;2
2018;1;1993;10184;4
2018;1;1981;423;3
2018;1;2780;1720;8
2018;1;17;2795,04;4
2018;1;118;2676;6
2018;1;278;1964;4
2018;1;446;1044;4
2018;1;453;2126;6
2018;1;555;2270,76;6
2018;1;558;2454;4
2018;1;617;2732;4
2018;1;716;1909,44;6
2018;1;790;2321;8
2018;1;850;1237;4
2018;1;1003;1174;4
2018;1;1025;6478,8;16
2018;1;1147;1662;4
2018;1;1157;1662;4
2018;1;1177;2514;6
2018;1;1226;101249,79;302
2018;1;1247;747;2
2018;1;1301;727;2
2018;1;1368;2324;4
2018;1;1373;4092;12
2018;1;1385;1077;2
2018;1;1401;1962;4
2018;1;1429;2501,8;4
2018;1;1464;5952,7;16
2018;1;1483;1938;3
2018;1;1508;2008,44;4
2018;1;1512;3204;6
2018;1;1536;925,5;3
2018;1;1588;1989;4
2018;1;1631;6077,4;12
2018;1;1665;1284;4
2018;1;1668;1260;4
2018;1;1698;3449,69;11
2018;1;1718;2060;4
2018;1;1753;4568;8
2018;1;1759;2905;6
2018;1;1769;3462;4
2018;1;1801;1562;4
2018;1;1856;1444;4
2018;1;1865;2602;4
2018;1;1893;550,96;2
2018;1;1906;1620;4
2018;1;1950;3706;8
2018;1;1951;1654;4
2018;1;1974;2131;2
2018;1;2050;1962;4
2018;1;2066;2645;6
2018;1;2167;1665,36;4
2018;1;2169;1623;3
2018;1;2174;727;2
2018;1;2216;3164;4
2018;1;2302;3196;6
2018;1;2325;1654;4
2018;1;2328;2564;4
2018;1;2338;18719,98;58
2018;1;2391;515;1
2018;1;2429;1218,4;4
2018;1;2465;265,5;1
2018;1;2511;2411,4;6
2018;1;2644;1682;2
2018;1;2750;3928;8
2018;1;2760;1284;4
2018;1;2794;4965,6;12
2018;1;2800;293,5;1
2018;1;2804;1257,4;4
2018;1;2862;2814;4
2018;1;2863;3414;8
2018;1;2899;1324;4
2018;1;2921;8733,72;20
2018;1;2957;390,85;1
2018;1;2962;2661,3;6
2018;1;2972;1308,4;4
2018;1;2976;1787,8;4
2018;1;3011;665,5;1
2018;1;3027;296,8;1
2018;1;3042;907;2
2018;1;3079;874,4;2
2018;1;3103;17469,8;56
2018;1;3105;1062;4
2018;1;3106;1260;4
2018;1;3120;1107;2
2018;1;3149;7109;14
2018;1;3167;2654;4
2018;1;3244;2522;6
2018;1;3248;1407;2
2018;1;3257;19729,28;56
2018;1;3278;415,5;1
2018;1;3293;2300;4
2018;1;3338;1030;2
2018;1;3343;9116;8
2018;1;3362;930;2
2018;1;3370;1444;4
2018;1;3435;2190,8;4
2018;1;3439;2214;4
2018;1;3444;10109,9;26
2018;1;3513;550,96;2
2018;1;3564;2225,68;4
2018;1;3616;1280,8;4
2018;1;3659;3961,5;9
2018;1;3700;3428;8
2018;1;3773;1694;4
2018;1;3788;632;2
2018;1;3801;1197;2
2018;1;3804;3062;4
2018;1;3820;2062;4
2018;1;3893;1494;4
2018;1;3912;900,4;2
2018;1;3930;2616,8;8
2018;1;3992;2705,6;4
2018;1;4006;2062;4
2018;1;4032;10374;39
2018;1;3794;315;1
2018;1;2052;6412,24;4
2018;1;2450;4266,36;4
2018;1;2819;4529,88;4
2018;1;3313;3660;4
2018;1;1157;918,93;1
2018;1;631;5710,98;10
2018;1;1177;980,44;2
2018;1;1301;1938,44;4
2018;1;1512;4001,28;8
2018;1;1836;2842,88;4
2018;1;2169;2108,24;4
2018;1;2347;2758,42;5
2018;1;2505;580,26;2
2018;1;2770;2101,44;4
2018;1;2889;1961,44;4
2018;1;3095;2132,84;4
2018;1;3293;1466,68;2
2018;1;3343;1582,38;2
2018;1;3444;771,6;4
2018;1;3481;3390,16;4
2018;1;3659;5698,24;12
2018;1;3683;2511,06;4
2018;1;373;3778,52;4
2018;1;555;1689,46;2
2018;1;1848;2214,48;4
2018;1;1865;3765,78;4
2018;1;2013;661,96;1
2018;1;2302;2154,44;4
2018;1;3011;1360,32;2
2018;1;3012;3741,12;4
2018;1;3149;4461,78;6
2018;1;3421;2172,04;2
2018;1;3444;1239,24;2
2018;1;1692;1015,32;2
2018;1;1753;3229,8;4
2018;1;1806;1511,8;4
2018;1;1848;2548,6;4
2018;1;2263;2812,04;4
2018;1;2480;2432,3;4
2018;1;2854;2037,02;4
2018;1;3390;2796,08;4
2018;1;3435;1062,78;2
2018;1;3659;1518,92;4
2018;1;3807;1520,16;4
2018;1;3930;4146,4;8
2018;1;3338;3012,4;4
2018;1;716;1024,4;4
2018;1;1720;1044;4
2018;1;1759;1044;4
2018;1;1865;522;2
2018;1;2019;1044;4
2018;1;2030;2088;8
2018;1;2352;7830;30
2018;1;2780;3132;12
2018;1;2924;3654;14
2018;1;3149;2195,12;4
2018;1;3293;522;2
2018;1;3317;1044;4
2018;1;3337;1044;4
2018;1;3343;1131,5;2
2018;1;716;6425,6;10
2018;1;1763;4836,8;8
2018;1;1790;413,8;1
2018;1;1865;4976;10
2018;1;1929;5668;12
2018;1;1938;753;1
2018;1;1975;187588;429
2018;1;2162;1954;4
2018;1;2413;2204,6;2
2018;1;2485;1446,4;4
2018;1;2527;2317,6;4
2018;1;2804;2147,2;4
2018;1;3046;1430,6;2
2018;1;3103;18652;40
2018;1;3149;10600,6;16
2018;1;3230;723,2;2
2018;1;3243;3284;5
2018;1;3474;1759,6;4
2018;1;3548;2555,2;4
2018;1;3712;2693,6;4
2018;1;3875;2555,2;4
2018;1;7;1860;4
2018;1;10;701;2
2018;1;217;1402;4
2018;1;446;1092;2
2018;1;646;5752;12
2018;1;716;1470,08;5
2018;1;850;1277,8;4
2018;1;1025;5230,4;12
2018;1;1205;1304;4
2018;1;1318;430;2
2018;1;1411;350,5;1
2018;1;1665;9898,4;32
2018;1;1692;1092;2
2018;1;1706;1194;4
2018;1;1720;964;4
2018;1;1744;2804;8
2018;1;1759;1152;4
2018;1;1768;643;2
2018;1;1816;1304;4
2018;1;1838;2264,64;4
2018;1;1865;1126,2;4
2018;1;1880;1455,52;4
2018;1;1928;3636;4
2018;1;1945;2861;10
2018;1;1950;2893,5;9
2018;1;1974;2062;4
2018;1;2008;1624;4
2018;1;2050;627;2
2018;1;2054;321,5;1
2018;1;2162;1814;4
2018;1;2187;1004;4
2018;1;2263;2868;8
2018;1;2352;4639,2;15
2018;1;2421;2697,6;6
2018;1;2651;1286;4
2018;1;2780;1060;4
2018;1;2889;1497,5;5
2018;1;2909;7392;12
2018;1;2924;2868;8
2018;1;2980;1019,36;2
2018;1;3027;7832,32;28
2018;1;3147;1582;2
2018;1;3149;4572;12
2018;1;3167;1954;4
2018;1;3244;4094;12
2018;1;3248;682;2
2018;1;3405;278,5;1
2018;1;3435;1353,6;4
2018;1;3444;558,72;2
2018;1;3481;3068;8
2018;1;3629;812;2
2018;1;3659;1534;4
2018;1;3878;2820;8
2018;1;3893;1574;4
2018;1;3937;65300;200
2018;1;1900;830;2
2018;1;453;12320;32
2018;1;708;3128;8
2018;1;1183;5105;13
2018;1;1338;2260;4
2018;1;1947;4020;12
2018;1;2021;12820;28
2018;1;2030;18780;44
2018;1;2087;13520;32
2018;1;2127;26300;60
2018;1;2611;3320;8
2018;1;2655;2260;4
2018;1;2780;11260;28
2018;1;2800;1564;4
2018;1;3220;1564;4
2018;1;3395;4020;12
2018;1;3515;4520;8
2018;1;3614;22520;56
2018;1;3767;1820;4
2018;1;3992;1900;4
2018;1;1301;2421,64;4
2018;1;1981;5572;12
2018;1;7;2813,88;4
2018;1;31;3289,68;4
2018;1;716;681,6;2
2018;1;876;2906,6;4
2018;1;1025;1122;2
2018;1;1335;2134;4
2018;1;1385;942;2
2018;1;1865;1884;4
2018;1;1929;942;2
2018;1;1975;982;2
2018;1;1986;4065,6;4
2018;1;2019;2566;4
2018;1;2050;692,2;1
2018;1;2127;1067;2
2018;1;2137;3349,6;4
2018;1;2272;2134;4
2018;1;2362;4138,8;4
2018;1;2557;2115,76;2
2018;1;2813;1103;2
2018;1;2919;4065,6;4
2018;1;2967;1310,42;1
2018;1;3103;3928;8
2018;1;3244;2134;4
2018;1;3359;2566;4
2018;1;3444;1792,54;2
2018;1;3542;1542,5;2
2018;1;568;411;1
2018;1;1688;3244;4
2018;1;716;5330;9
2018;1;1147;1666;4
2018;1;1468;3628;4
2018;1;1744;1204;4
2018;1;1816;2134;4
2018;1;1865;3360,28;8
2018;1;1929;666;1
2018;1;1930;4885;10
2018;1;2024;1022;2
2018;1;2088;2301;6
2018;1;2261;1378;4
2018;1;2263;3358;4
2018;1;2347;541,45;1
2018;1;2379;5950;8
2018;1;2511;2054,2;4
2018;1;2813;4258;10
2018;1;2957;1273;4
2018;1;3033;3394;4
2018;1;3105;1814;2
2018;1;3141;2097;4
2018;1;3170;2098;4
2018;1;3346;8000;20
2018;1;3359;2710;4
2018;1;3432;-3628;-4
2018;1;3773;1666;4
2018;1;3812;3004;4
2018;1;3878;1022;2
2018;1;3896;416,5;1
2018;1;1813;1113,2;4
2018;1;3500;1113,2;4
2018;1;3194;315;1
2018;1;118;615;1
2018;1;118;1422;2
2018;1;278;11009,52;12
2018;1;557;318,68;1
2018;1;1025;3910,35;6
2018;1;1247;4271,44;4
2018;1;1354;5850,64;4
2018;1;1399;1364;4
2018;1;1414;443,7;1
2018;1;1468;1357,38;1
2018;1;1494;5850,64;4
2018;1;1536;4771,07;5
2018;1;1688;5154,4;4
2018;1;1763;1121,44;1
2018;1;1782;3669,84;4
2018;1;1820;2483,56;4
2018;1;1822;1906,4;4
2018;1;1865;5426,8;10
2018;1;1929;923,2;1
2018;1;1938;5782,6;4
2018;1;1980;1360,22;2
2018;1;2066;2248,56;4
2018;1;2071;1532;2
2018;1;2079;4944,48;4
